series,mmsi,source,sourceid,datetime,callsign,class,flag,imo,name
6230,211259700,MarineTraffic.com,211259700,2014-07-24,DQVJ,Container ship,Germany,9141273,HANJIN HAIPHONG
6229,211256510,MarineTraffic.com,211256510,2014-07-24,DQVG,Container ship,Germany,9139488,MSC NAVEGANTES
6228,211256380,MarineTraffic.com,211256380,2014-07-24,DQVH,Container ship,Germany,9139490,HANJIN MUNDRA
6227,211238930,MarineTraffic.com,211238930,2014-07-24,DQLI,Trawler,Germany,9126364,HELEN MARY
6223,211216200,MarineTraffic.com,211216200,2014-07-24,DFCG,Research/survey vessel,Germany,6909777,SONNE
6222,211215500,MarineTraffic.com,211215500,2014-07-24,DBFR,Fishery research vessel,Germany,9048392,WALTHER HERWIG III
6221,211215170,MarineTraffic.com,211215170,2014-07-24,DARG,Sailing vessel,Germany,8994489,ROALD AMUNDSEN
6220,211214200,MarineTraffic.com,211214200,2014-07-24,DFLM,Trawler,Germany,8716928,GERDA MARIA
6219,211211730,MarineTraffic.com,211211730,2014-07-24,DRKA,Military Ops,Germany,,BERLIN
6218,211210270,MarineTraffic.com,211210270,2014-07-24,DRAV,Military Ops,Germany,,KARLSRUHE
6217,211210220,MarineTraffic.com,211210220,2014-07-24,DRAQ,Military Ops,Germany,,BREMEN
6216,211210150,MarineTraffic.com,211210150,2014-07-24,DRAA,Military Ops,Germany,,SACHSEN
6215,211208720,MarineTraffic.com,211208720,2014-07-24,DBCK,Research/survey vessel,Germany,8806113,HEINCKE
6214,211207270,MarineTraffic.com,211207270,2014-07-24,DEOF,Trawler,Germany,7234636,KIEL
6213,211206980,MarineTraffic.com,211206980,2014-07-24,DBBH,Research/survey vessel,Germany,8411279,METEOR
6212,211204360,MarineTraffic.com,211204360,2014-07-24,DBKV,Fishery research vessel,Germany,7427518,POSEIDON
6211,211202460,MarineTraffic.com,211202460,2014-07-24,DBLK,Research/survey vessel,Germany,8013132,POLARSTERN
6209,211140000,MarineTraffic.com,211140000,2014-07-24,DAJC,Container ship,Germany,9283198,MONTE OLIVIA
6208,211135000,MarineTraffic.com,211135000,2014-07-24,DEIG,Oil/chemical tanker,Germany,9298193,SEASHARK
6203,210989000,MarineTraffic.com,210989000,2014-07-24,P3TC6,Bulk carrier,Cyprus,9065912,DARIA
6202,210985000,MarineTraffic.com,210985000,2014-07-24,5BTQ2,Bulk carrier,Cyprus,9109902,ATLAS EXPLORER
6201,210982000,MarineTraffic.com,210982000,2014-07-24,C4SX2,Bulk carrier,Cyprus,9323065,PEDHOULAS LEADER
6200,210963000,MarineTraffic.com,210963000,2014-07-24,5BRC3,Bulk carrier,Cyprus,9610286,PEDHOULAS FIGHTER
6199,210940000,MarineTraffic.com,210940000,2014-07-24,C4XH2,Bulk carrier,Cyprus,9227675,CRETAN WAVE
6198,210911000,MarineTraffic.com,210911000,2014-07-24,5BQS3,Bulk carrier,Cyprus,9627069,CAPE KASOS
6197,210903000,MarineTraffic.com,210903000,2014-07-24,5BLE2,Container ship,Cyprus,9354416,WEC VELAZQUEZ
6196,210900000,MarineTraffic.com,210900000,2014-07-24,5BLD2,Oil/chemical tanker,Cyprus,9404144,NORDPORT
6194,210870000,MarineTraffic.com,210870000,2014-07-24,C4VR2,Anchor handling vessel,Cyprus,9383170,LAMNALCO MACAW
6192,210857000,MarineTraffic.com,210857000,2014-07-24,P3TL9,Oil products tanker,Cyprus,9277759,N.MARS
6190,210849000,MarineTraffic.com,210849000,2014-07-24,C4SJ2,Bulk carrier,Cyprus,9156278,AGIOS EFRAIM
6189,210843000,MarineTraffic.com,210843000,2014-07-24,5BVW2,General cargo,Cyprus,9393553,SEABOARD PACIFIC
6188,210815000,MarineTraffic.com,210815000,2014-07-24,5BAW3,General cargo,Cyprus,9393589,SEABOARD AMERICA
6187,210777000,MarineTraffic.com,210777000,2014-07-24,P3GY9,Bulk carrier,Cyprus,9255062,UBC SAIKI
6186,210750000,MarineTraffic.com,210750000,2014-07-24,P3TV9,Crude oil tanker,Cyprus,9249128,SAKHALIN ISLAND
6185,210739000,MarineTraffic.com,210739000,2014-07-24,C4SP2,Crude oil tanker,Cyprus,9319870,NORDBAY
6184,210736000,MarineTraffic.com,210736000,2014-07-24,P3SF9,Oil/chemical tanker,Cyprus,9263186,HAFNIA RAINIER
6183,210718000,MarineTraffic.com,210718000,2014-07-24,P3GN9,Bulk carrier,Cyprus,9229623,SCYTHIA GRAECA
6182,210711000,MarineTraffic.com,210711000,2014-07-24,C4KV2,Bulk carrier,Cyprus,9238210,AZIZI
6181,210698000,MarineTraffic.com,210698000,2014-07-24,C4KE2,Bulk carrier,Cyprus,9232151,NICOLAOS A.
6180,210649000,MarineTraffic.com,210649000,2014-07-24,P3LX9,Bulk carrier,Cyprus,8600595,EVRIALOS
6179,210642000,MarineTraffic.com,210642000,2014-07-24,P3YR9,Tug,Cyprus,9214355,LAMNALCO HAWK
6178,210624000,MarineTraffic.com,210624000,2014-07-24,5BPC2,Research/survey vessel,Cyprus,9488554,WG COOK
6177,210617000,MarineTraffic.com,210617000,2014-07-24,C4CY2,Unspecified,Cyprus,,LAMNALCO CURLEW
6176,210592000,MarineTraffic.com,210592000,2014-07-24,5BRM3,Utility vessel,Cyprus,9496991,MEIBION ISLAND
6175,210584000,MarineTraffic.com,210584000,2014-07-24,5BRP3,Crew boat,Cyprus,9595541,SURFER 3603
6174,210582000,MarineTraffic.com,210582000,2014-07-24,5BJL2,Research/survey vessel,Cyprus,9378204,POLAR DUKE
6173,210581000,MarineTraffic.com,210581000,2014-07-24,5BRQ3,Bulk carrier,Cyprus,9601728,CAPE RACE
6172,210558000,MarineTraffic.com,210558000,2014-07-24,FE3,Bulk carrier,Cyprus,9558696,KIBALI
6171,210549000,MarineTraffic.com,210549000,2014-07-24,5BRD3,Bulk carrier,Cyprus,9481697,ASHOK
6170,210538000,MarineTraffic.com,210538000,2014-07-24,5BAM2,General cargo,Cyprus,9393503,MCP KYRENIA
6168,210493000,MarineTraffic.com,210493000,2014-07-24,5BEV2,Crude oil tanker,Cyprus,9354313,ZALIV AMURSKIY
6167,210479000,MarineTraffic.com,210479000,2014-07-24,P3CN9,Bulk carrier,Cyprus,9222481,ALMASI
6166,210478000,MarineTraffic.com,210478000,2014-07-24,P3LG5,General cargo,Cyprus,7926095,WILSON TRENT
6165,210473000,MarineTraffic.com,210473000,2014-07-24,C4VF2,Container ship,Cyprus,9321902,SUMMER E
6164,210465000,MarineTraffic.com,210465000,2014-07-24,C4SE2,Anchor handling vessel,Cyprus,9369629,SEA CHEETAH
6162,210440000,MarineTraffic.com,210440000,2014-07-24,5BGB2,Trailing suction hopper dredge,Cyprus,8821826,ARGONAUT I
6161,210439000,MarineTraffic.com,210439000,2014-07-24,C4FF2,Container ship,Cyprus,9294549,WOGE
6160,210424000,MarineTraffic.com,210424000,2014-07-24,5BPB3,Container ship,Cyprus,9294185,PATRICIA SCHULTE
6158,210381000,MarineTraffic.com,210381000,2014-07-24,5BGC2,Trailing suction hopper dredge,Cyprus,9263904,ORANJE
6157,210348000,MarineTraffic.com,210348000,2014-07-24,C4RZ2,Oil/chemical tanker,Cyprus,9360427,HAFNIA KARAVA
6156,210347000,MarineTraffic.com,210347000,2014-07-24,P3YN9,General cargo,Cyprus,9285354,UBC TAMPICO
6155,210325000,MarineTraffic.com,210325000,2014-07-24,5BCD3,Bulk carrier,Cyprus,9358371,WHISTLER
6154,210317000,MarineTraffic.com,210317000,2014-07-24,C4MR2,Oil products tanker,Cyprus,9336505,HAFNIA AMERICA
6153,210308000,MarineTraffic.com,210308000,2014-07-24,P3XL8,Bulk carrier,Cyprus,7713125,NATS EMPEROR
6152,210302000,MarineTraffic.com,210302000,2014-07-24,C4BG2,Bulk carrier,Cyprus,9295127,GRAECIA UNIVERSALIS
6151,210291000,MarineTraffic.com,210291000,2014-07-24,P3NM9,Anchor handling vessel,Cyprus,9291858,SL CORMORANT
6150,210289000,MarineTraffic.com,210289000,2014-07-24,P3NL9,Anchor handling vessel,Cyprus,9291846,SL CONDOR
6149,210272000,MarineTraffic.com,210272000,2014-07-24,C4AJ2,Container ship,Cyprus,9305881,NATALIE SCHULTE
6148,210263000,MarineTraffic.com,210263000,2014-07-24,5BPY3,Bulk carrier,Cyprus,9609677,WESTERN AIDA
6146,210242000,MarineTraffic.com,210242000,2014-07-24,5BEW2,Container ship,Cyprus,9323041,ANL BAREGA
6145,210234000,MarineTraffic.com,210234000,2014-07-24,5BDK2,Bulk carrier,Cyprus,9380805,UBC SANTA MARTA
6144,210228000,MarineTraffic.com,210228000,2014-07-24,C4XX2,Research/survey vessel,Cyprus,8915782,MUNIN EXPLORER
6143,210219000,MarineTraffic.com,210219000,2014-07-24,C4MH2,Bulk carrier,Cyprus,9194880,SILVERSTAR
6142,210203000,MarineTraffic.com,210203000,2014-07-24,C4VE2,General cargo,Cyprus,9371919,LIMASSOL
6140,210161000,MarineTraffic.com,210161000,2014-07-24,C4VG2,Container ship,Cyprus,9321897,SPRING R
6139,210139000,MarineTraffic.com,210139000,2014-07-24,5BQV3,Anchor handling vessel,Cyprus,9208332,SUDAKSHA
6138,210138000,MarineTraffic.com,210138000,2014-07-24,5BGT2,Trailing suction hopper dredge,Cyprus,9164031,QUEEN OF THE NETHERLANDS
6137,210137000,MarineTraffic.com,210137000,2014-07-24,C4QH2,Oil/chemical tanker,Cyprus,9360415,MOUNT HOPE
6136,210132000,MarineTraffic.com,210132000,2014-07-24,C4AV2,Anchor handling vessel,Cyprus,9319911,LAMNALCO COLIBRI
6135,210117000,MarineTraffic.com,210117000,2014-07-24,P3QN9,Container ship,Cyprus,9241475,NILEDUTCH GEMSBOK
6134,210115000,MarineTraffic.com,210115000,2014-07-24,C4MC2,Bulk carrier,Cyprus,9278648,OCEAN GLORY
6133,210104000,MarineTraffic.com,210104000,2014-07-24,5BQJ3,Bulk carrier,Cyprus,9589255,PEDHOULAS BUILDER
6132,210090000,MarineTraffic.com,210090000,2014-07-24,P3JP9,Container ship,Cyprus,9236638,VITALITY
6131,210089000,MarineTraffic.com,210089000,2014-07-24,P3JM9,Container ship,Cyprus,9137894,CONTI HARMONY
6130,210083000,MarineTraffic.com,210083000,2014-07-24,5BPG3,Bulk carrier,Cyprus,9454905,EFESSOS WAVE
6129,210077000,MarineTraffic.com,210077000,2014-07-24,5BNV3,Crude oil tanker,Cyprus,9521435,ROSE
6128,210073000,MarineTraffic.com,210073000,2014-07-24,C4JM2,Bulk carrier,Cyprus,9296626,PEDHOULAS TRADER
6127,210071000,MarineTraffic.com,210071000,2014-07-24,P3UZ9,Bulk carrier,Cyprus,9276729,GREEN POWER
6126,210066000,MarineTraffic.com,210066000,2014-07-24,5BJW2,Bulk carrier,Cyprus,9398656,DIMITRIS APESAKIS
6125,210057000,MarineTraffic.com,210057000,2014-07-24,5BMN2,Container ship,Cyprus,9266530,FALMOUTH
6124,210054000,MarineTraffic.com,210054000,2014-07-24,5BQD3,Bulk carrier,Cyprus,9623831,SANDPIPER
6123,210047000,MarineTraffic.com,210047000,2014-07-24,5BQF3,Cargo,Cyprus,9519030,MSM DOLORES
6122,209996000,MarineTraffic.com,209996000,2014-07-24,P3GG9,Bulk carrier,Cyprus,9230921,GREENWING
6121,209981000,MarineTraffic.com,209981000,2014-07-24,5BKK3,Anchor handling vessel,Cyprus,9420021,SEA VIXEN
6120,209977000,MarineTraffic.com,209977000,2014-07-24,C4AT2,Crude oil tanker,Cyprus,9292228,FRONT ENERGY
6119,209963000,MarineTraffic.com,209963000,2014-07-24,5BCK3,General cargo,Cyprus,9518971,MSM DON
6117,209949000,MarineTraffic.com,209949000,2014-07-24,5BCQ2,Container ship,Cyprus,9323039,AUTUMN E
6116,209941000,MarineTraffic.com,209941000,2014-07-24,5BKT3,Bulk carrier,Cyprus,9591600,VENUS HISTORY
6115,209933000,MarineTraffic.com,209933000,2014-07-24,5BBF3,Bulk carrier,Cyprus,9426867,UBC SAGUNTO
6114,209923000,MarineTraffic.com,209923000,2014-07-24,5BNX3,Bulk carrier,Cyprus,9481685,KISHORE
6113,209922000,MarineTraffic.com,209922000,2014-07-24,5BNW3,Bulk carrier,Cyprus,9481673,SHRAVAN
6112,209919000,MarineTraffic.com,209919000,2014-07-24,5BKQ3,Bulk carrier,Cyprus,9453391,SFAKIA WAVE
6110,209910000,MarineTraffic.com,209910000,2014-07-24,C4PV2,Anchor handling vessel,Cyprus,9383168,LAMNALCO MERLIN
6109,209906000,MarineTraffic.com,209906000,2014-07-24,5BNR3,Crew boat,Cyprus,9643063,EDT NEFELI
6108,209886000,MarineTraffic.com,209886000,2014-07-24,P3YA8,Bulk carrier,Cyprus,9224685,EMS
6107,209863000,MarineTraffic.com,209863000,2014-07-24,P3WH9,Crude oil tanker,Cyprus,9249130,GOVERNOR FARKHUTDINOV
6106,209819000,MarineTraffic.com,209819000,2014-07-24,C4EZ2,Bulk carrier,Cyprus,9125358,AYIA MARINA
6105,209817000,MarineTraffic.com,209817000,2014-07-24,5BTN3,Bulk carrier,Cyprus,9253832,KOULITSA
6103,209785000,MarineTraffic.com,209785000,2014-07-24,5BNN3,Bulk carrier,Cyprus,9618020,EFROSSINI
6102,209778000,MarineTraffic.com,209778000,2014-07-24,5BMC3,Passengers ship,Cyprus,8509181,ORTELIUS
6101,209774000,MarineTraffic.com,209774000,2014-07-24,5BSA2,Anchor handling vessel,Cyprus,9494319,POSH VIBRANT
6099,209752000,MarineTraffic.com,209752000,2014-07-24,5BST3,Container ship,Cyprus,9509126,NOBLE REGOR
6098,209738000,MarineTraffic.com,209738000,2014-07-24,5BNS3,Bulk carrier,Cyprus,9447160,CAPE KALLIA
6097,209733000,MarineTraffic.com,209733000,2014-07-24,P3ZR9,Bulk carrier,Cyprus,9223320,PONTOVREMON
6096,209722000,MarineTraffic.com,209722000,2014-07-24,5BGC3,Bulk carrier,Cyprus,9453377,BLUE WAVE
6095,209665000,MarineTraffic.com,209665000,2014-07-24,5BMG2,Offshore supply ship,Cyprus,9312119,KL ARENDALFJORD
6094,209656000,MarineTraffic.com,209656000,2014-07-24,5BBD3,General cargo,Cyprus,9578359,ONEGO BURAN
6093,209632000,MarineTraffic.com,209632000,2014-07-24,P3YV9,Oil/chemical tanker,Cyprus,9281554,MATTHEOS I
6089,209611000,MarineTraffic.com,209611000,2014-07-24,5BCF2,General cargo,Cyprus,9371971,MCP FAMAGUSTA
6088,209605000,MarineTraffic.com,209605000,2014-07-24,P3AS9,Bulk carrier,Cyprus,9222479,AKILI
6087,209604000,MarineTraffic.com,209604000,2014-07-24,5BFX3,Offshore supply ship,Cyprus,9394416,BOURBON LIBERTY 107
6086,209597000,MarineTraffic.com,209597000,2014-07-24,C4EW2,Container ship,Cyprus,9294537,WELLE
6085,209595000,MarineTraffic.com,209595000,2014-07-24,C4EU2,Crude oil tanker,Cyprus,9301407,VIKTOR TITOV
6084,209587000,MarineTraffic.com,209587000,2014-07-24,5BEA2,Research/survey vessel,Cyprus,9366005,HUGIN EXPLORER
6083,209586000,MarineTraffic.com,209586000,2014-07-24,5BVR2,General cargo,Cyprus,9566679,MCP PACHNA
6082,209582000,MarineTraffic.com,209582000,2014-07-24,C4ET2,Shuttle tanker,Cyprus,9301392,CAPTAIN KOSTICHEV
6081,209485000,MarineTraffic.com,209485000,2014-07-24,5BCK2,Bulk carrier,Cyprus,9296066,MEGALOHARI
6080,209475000,MarineTraffic.com,209475000,2014-07-24,5BFT3,Offshore supply ship,Cyprus,9394430,BOURBON LIBERTY 109
6079,209445000,MarineTraffic.com,209445000,2014-07-24,5BFN3,Chemical tanker,Cyprus,8719102,KEY STAR
6078,209442000,MarineTraffic.com,209442000,2014-07-24,5BRR2,General cargo,Cyprus,9555436,MCP PAPHOS
6077,209439000,MarineTraffic.com,209439000,2014-07-24,5BKJ2,General cargo,Cyprus,9520493,MCP VILLACH
6076,209437000,MarineTraffic.com,209437000,2014-07-24,5BMP3,Bulk carrier,Cyprus,9116565,CAPE CANADA
6075,209433000,MarineTraffic.com,209433000,2014-07-24,P3VK8,Bulk carrier,Cyprus,9214549,ATLANTIS PRIDE
6074,209431000,MarineTraffic.com,209431000,2014-07-24,5BMR3,Bulk carrier,Cyprus,9481659,ARUN
6073,209428000,MarineTraffic.com,209428000,2014-07-24,5BEZ3,Bulk carrier,Cyprus,9522881,ORIENT DEFENDER
6072,209411000,MarineTraffic.com,209411000,2014-07-24,5BMA3,Bulk carrier,Cyprus,9376385,BELLEMAR
6071,209409000,MarineTraffic.com,209409000,2014-07-24,5BMH3,Anchor handling vessel,Cyprus,9420033,SEA STOAT
6070,209406000,MarineTraffic.com,209406000,2014-07-24,5BFL3,Oil/chemical tanker,Cyprus,9540807,HIMALAYA
6069,209393000,MarineTraffic.com,209393000,2014-07-24,P3CH9,Bulk carrier,Cyprus,9236080,UBC SACRAMENTO
6068,209373000,MarineTraffic.com,209373000,2014-07-24,P3LT9,Bulk carrier,Cyprus,9208514,PONTODAMON
6066,209368000,MarineTraffic.com,209368000,2014-07-24,5BFD3,General cargo,Cyprus,9004499,GRANAT
6065,209323000,MarineTraffic.com,209323000,2014-07-24,5BEV3,Container ship,Cyprus,9431343,MELL SUDONG
6064,209320000,MarineTraffic.com,209320000,2014-07-24,5BDL2,Offshore supply ship,Cyprus,9392951,SEA POLLOCK
6063,209317000,MarineTraffic.com,209317000,2014-07-24,C4GF2,Bulk carrier,Cyprus,9309485,STALO
6061,209294000,MarineTraffic.com,209294000,2014-07-24,5BHK3,Crude oil tanker,Cyprus,9334571,TWO MILLION WAYS
6060,209289000,MarineTraffic.com,209289000,2014-07-24,P3UW8,Bulk carrier,Cyprus,9220976,UBC SAVANNAH
6059,209270000,MarineTraffic.com,209270000,2014-07-24,5BGV3,Bulk carrier,Cyprus,9583201,CAPTAIN ANTONIS
6058,209268000,MarineTraffic.com,209268000,2014-07-24,5BET3,Anchor handling vessel,Cyprus,9420007,SEA JACKAL
6057,209263000,MarineTraffic.com,209263000,2014-07-24,5BEQ3,Bulk carrier,Cyprus,9467603,ORIENT TRIBUNE
6056,209243000,MarineTraffic.com,209243000,2014-07-24,5BGU3,Bulk carrier,Cyprus,9592135,ARCHIMEDES
6055,209229000,MarineTraffic.com,209229000,2014-07-24,5BGW3,Tug,Cyprus,9506667,BOURBON YACK
6054,209226000,MarineTraffic.com,209226000,2014-07-24,C4WX2,Anchor handling vessel,Cyprus,9435911,LAMNALCO CHOUGH
6053,209225000,MarineTraffic.com,209225000,2014-07-24,C4UL2,Crude oil tanker,Cyprus,9301419,YURI SENKEVICH
6052,209211000,MarineTraffic.com,209211000,2014-07-24,P3BH5,Oil/chemical tanker,Cyprus,9038531,EQUINOX
6051,209209000,MarineTraffic.com,209209000,2014-07-24,5BEK3,Oil/chemical tanker,Cyprus,9528902,OCEANIC INDIGO
6050,209191000,MarineTraffic.com,209191000,2014-07-24,5BGT3,Bulk carrier,Cyprus,9592123,ARCHIGETIS
6049,209182000,MarineTraffic.com,209182000,2014-07-24,5BMD2,Bulk carrier,Cyprus,9459979,SHOVELER
6048,209174000,MarineTraffic.com,209174000,2014-07-24,C4YJ2,Offshore supply ship,Cyprus,9350525,SEA PIKE
6047,209154000,MarineTraffic.com,209154000,2014-07-24,5BAT3,Multi purpose offshore vessel,Cyprus,9576193,BOURBON LIBERTY 120
6046,209136000,MarineTraffic.com,209136000,2014-07-24,5BVM2,Bulk carrier,Cyprus,9416707,UBC TAMPA
6045,209135000,MarineTraffic.com,209135000,2014-07-24,P3FB9,Bulk carrier,Cyprus,8803446,PRINCESS NATALIE
6044,209128000,MarineTraffic.com,209128000,2014-07-24,5BXF2,Research/survey vessel,Cyprus,9452971,WG VESPUCCI
6043,209121000,MarineTraffic.com,209121000,2014-07-24,5BDR3,Anchor handling vessel,Cyprus,9171747,SEA PANTHER
6042,209118000,MarineTraffic.com,209118000,2014-07-24,5BDX2,General cargo,Cyprus,9393515,GOTEBORG
6041,209110000,MarineTraffic.com,209110000,2014-07-24,C4UK2,Crude oil tanker,Cyprus,9301421,VICTOR KONETSKY
6040,209109000,MarineTraffic.com,209109000,2014-07-24,5BDP3,Bulk carrier,Cyprus,9426881,UBC SALAVERRY
6039,209108000,MarineTraffic.com,209108000,2014-07-24,5BJC3,Research/survey vessel,Cyprus,9378216,POLAR DUCHESS
6037,209089000,MarineTraffic.com,209089000,2014-07-24,5BZZ2,Bulk carrier,Cyprus,9467598,ORIENT TRANSIT
6036,209088000,MarineTraffic.com,209088000,2014-07-24,5BAA3,Bulk carrier,Cyprus,9467574,ORIENT TRADER
6035,209086000,MarineTraffic.com,209086000,2014-07-24,5BDL3,Bulk carrier,Cyprus,9496329,ORIENT ADVENTURE
6034,209081000,MarineTraffic.com,209081000,2014-07-24,5BDJ3,Research/survey vessel,Cyprus,9267388,GEOGRAPH
6033,209063000,MarineTraffic.com,209063000,2014-07-24,P3HC9,Bulk carrier,Cyprus,9225809,NORFOLK
6032,209058000,MarineTraffic.com,209058000,2014-07-24,5BZR2,Bulk carrier,Cyprus,9518921,CAPE VENTURE
6031,209051000,MarineTraffic.com,209051000,2014-07-24,5BCN3,Multi purpose offshore vessel,Cyprus,9482330,KL BREVIKFJORD
6030,209038000,MarineTraffic.com,209038000,2014-07-24,5BZN2,Bulk carrier,Cyprus,9464596,ORIENT CRUSADER
6029,209034000,MarineTraffic.com,209034000,2014-07-24,5BHY3,Bulk carrier,Cyprus,9583158,FLORA
6028,209029000,MarineTraffic.com,209029000,2014-07-24,5BDD3,Bulk carrier,Cyprus,9589712,BRIGHT LIFE
6027,209028000,MarineTraffic.com,209028000,2014-07-24,5BCQ3,Anchor handling vessel,Cyprus,9579602,BOURBON LIBERTY 234
6026,209024000,MarineTraffic.com,209024000,2014-07-24,C4PA2,Bulk carrier,Cyprus,9317389,JP CITRUS
6025,209017000,MarineTraffic.com,209017000,2014-07-24,5BWR2,Bulk carrier,Cyprus,9416719,UBC TARRAGONA
6024,209013000,MarineTraffic.com,209013000,2014-07-24,5BCP3,Anchor handling vessel,Cyprus,9419993,SEA FOX
6023,209000812,MarineTraffic.com,209000812,2014-07-24,ZPRE,General cargo,Cyprus,9051997,TEHIA
6018,205607000,MarineTraffic.com,205607000,2014-07-24,ONHC,Bulk carrier,Belgium,9585106,MINERAL MANILA
6017,205602000,MarineTraffic.com,205602000,2014-07-24,ONHA,Bulk carrier,Belgium,9456680,LAKE DOLPHIN
6015,205588000,MarineTraffic.com,205588000,2014-07-24,ORPY,Trailing suction hopper dredge,Belgium,9574523,CONGO RIVER
6014,205587000,MarineTraffic.com,205587000,2014-07-24,ONGV,Oil/chemical tanker,Belgium,9262259,ST THAIS
6013,205586000,MarineTraffic.com,205586000,2014-07-24,ORPZ,Anchor handling vessel,Belgium,9537549,UNION WRESTLER
6011,205571000,MarineTraffic.com,205571000,2014-07-24,ONGL,Oil/chemical tanker,Belgium,9196656,CHASSIRON
6010,205570000,MarineTraffic.com,205570000,2014-07-24,ONGK,Oil/chemical tanker,Belgium,9229025,BELISAIRE
6009,205566000,MarineTraffic.com,205566000,2014-07-24,ORPP,Anchor handling vessel,Belgium,9537525,UNION FIGHTER
6008,205563000,MarineTraffic.com,205563000,2014-07-24,ONGD,Yacht,Belgium,9602277,CHE
6007,205558000,MarineTraffic.com,205558000,2014-07-24,ORPI,Anchor handling vessel,Belgium,9537513,UNION WARRIOR
6006,205554000,MarineTraffic.com,205554000,2014-07-24,ONGA,Bulk carrier,Belgium,9416848,MINERAL NINGBO
6005,205549000,MarineTraffic.com,205549000,2014-07-24,ONFW,Bulk carrier,Belgium,9474137,MINERAL DALIAN
6004,205548000,MarineTraffic.com,205548000,2014-07-24,ONFV,Crude oil tanker,Belgium,9416692,FELICITY
6003,205547000,MarineTraffic.com,205547000,2014-07-24,ONFU,Bulk carrier,Belgium,9459369,BRASSCHAAT
6002,205543000,MarineTraffic.com,205543000,2014-07-24,ONCS,Lpg tanker,Belgium,9177806,EUPEN
6001,205526000,MarineTraffic.com,205526000,2014-07-24,ONFL,Lng tanker,Belgium,9361445,EXPRESS
6000,205487000,MarineTraffic.com,205487000,2014-07-24,ONEQ,Bulk carrier,Belgium,9175066,MINERAL WATER
5999,205450000,MarineTraffic.com,205450000,2014-07-24,ONDJ,Ro-ro cargo,Belgium,9125372,CELESTINE
5998,205445000,MarineTraffic.com,205445000,2014-07-24,ONDY,Lng tanker,Belgium,9322255,EXCELERATE
5997,205440000,MarineTraffic.com,205440000,2014-07-24,ONDQ,Crude oil tanker,Belgium,9290086,TI HELLAS
5996,205434000,MarineTraffic.com,205434000,2014-07-24,ONBG,Lng tanker,Belgium,9252539,EXCELLENCE
5995,205430000,MarineTraffic.com,205430000,2014-07-24,ONDE,Bulk carrier,Belgium,9218777,LOWLANDS LONGEVITY
5994,205421000,MarineTraffic.com,205421000,2014-07-24,ONCE,Lng tanker,Belgium,9230050,EXCALIBUR
5993,205420000,MarineTraffic.com,205420000,2014-07-24,ONBF,Bulk carrier,Belgium,9292565,MINERAL TIANJIN
5992,205400000,MarineTraffic.com,205400000,2014-07-24,ONAR,Bulk carrier,Belgium,9272383,MINERAL BEIJING
5991,205395000,MarineTraffic.com,205395000,2014-07-24,ONAN,Bulk carrier,Belgium,9283681,MINERAL NOBLE
